Date, PE , PB , VNINDEX 
3/17/2017,16.6559,2.1711,710.54
3/20/2017,16.7613,2.1849,715.07
3/21/2017,16.7908,2.1883,716.18
3/22/2017,16.7148,2.1781,712.94
3/23/2017,16.8676,2.1988,719.56
3/24/2017,16.9289,2.2067,722.14
3/27/2017,16.9038,2.2108,723.52
3/28/2017,16.8055,2.1977,719.26
3/29/2017,16.6848,2.2014,720.47
3/30/2017,16.7528,2.2119,723.86
3/31/2017,16.7313,2.2071,722.31
4/3/2017,16.7242,2.2061,722.38
4/4/2017,16.7305,2.2113,724.14
4/5/2017,16.7325,2.2122,723.22
4/7/2017,16.8442,2.227,727.95
4/10/2017,16.895,2.2329,729.87
4/11/2017,16.955,2.2372,731.33
4/12/2017,16.8481,2.22,725.58
4/13/2017,16.8223,2.216,724.35
4/14/2017,16.6871,2.198,718.45
4/17/2017,15.7836,2.1747,710.83
4/18/2017,15.8732,2.187,714.93
4/19/2017,15.9148,2.1928,716.77
4/20/2017,15.7928,2.1743,712.66
4/21/2017,16.2314,2.1783,712.41
4/24/2017,15.8528,2.1589,709.39
4/25/2017,15.7526,2.1518,707.58
4/26/2017,15.7045,2.1524,710.04
4/27/2017,15.7886,2.1753,716.53
4/28/2017,15.7764,2.1762,717.73
5/3/2017,15.5296,2.1671,719.54
5/4/2017,15.5068,2.1721,722.02
5/5/2017,15.4554,2.1631,720
5/8/2017,15.4936,2.157,718.86
5/9/2017,15.5583,2.1668,722.11
5/10/2017,15.5438,2.1735,724.31
5/11/2017,15.4665,2.1754,724.99
5/12/2017,15.4717,2.1765,725.37
5/15/2017,15.4815,2.1767,725.35
5/16/2017,15.478,2.1752,725.03
5/17/2017,15.5243,2.1817,727.2
5/18/2017,15.517,2.1806,726.99
5/19/2017,15.6619,2.2004,733.82
5/22/2017,15.8723,2.2295,744.1
5/23/2017,15.8023,2.2199,740.93
5/24/2017,15.8504,2.2236,742.74
5/25/2017,15.8319,2.221,741.91
5/26/2017,15.8712,2.2255,743.41
5/29/2017,15.9439,2.235,746.25
5/30/2017,15.7776,2.2112,738.21
5/31/2017,15.7689,2.2099,737.82
6/1/2017,15.8551,2.222,741.8
6/2/2017,15.7922,2.2132,738.81
6/5/2017,15.8909,2.2271,743.49
6/6/2017,16.0604,2.2508,751.31
6/7/2017,16.1036,2.2572,753.46
6/8/2017,16.0331,2.2469,750.13
6/9/2017,16.0317,2.2467,749.72
6/12/2017,16.0608,2.2508,751.09
6/13/2017,16.1858,2.2684,756.89
6/14/2017,16.2731,2.2797,760.77
6/15/2017,16.2915,2.2791,760.57
6/16/2017,16.3508,2.2874,761.24
6/19/2017,16.4766,2.3041,766.83
6/20/2017,16.5099,2.3056,767.99
6/21/2017,16.4941,2.3037,767.41
6/22/2017,16.4692,2.2999,766.3
6/23/2017,16.527,2.308,769.01
6/26/2017,16.6036,2.319,772.52
6/27/2017,16.4981,2.3045,767.51
6/28/2017,16.5732,2.315,769.04
6/29/2017,16.6338,2.3235,771.75
6/30/2017,16.7547,2.3403,776.47
7/3/2017,16.7516,2.3475,778.88
7/4/2017,16.6813,2.3377,775.54
7/5/2017,16.751,2.3448,778.32
7/6/2017,16.8271,2.3574,782.65
7/7/2017,16.6955,2.3401,775.73
7/10/2017,16.4982,2.3125,766.56
7/11/2017,16.5587,2.3209,769.36
7/12/2017,16.6633,2.3355,774.17
7/13/2017,16.7513,2.3479,778.3
7/14/2017,16.7353,2.3457,777.6
7/17/2017,16.5527,2.3186,768.91
7/18/2017,16.5247,2.3144,767.49
7/19/2017,16.5902,2.3245,771.3
7/20/2017,16.3866,2.3068,768.41
7/21/2017,16.2637,2.2863,761.86
7/24/2017,16.1359,2.2778,759.74
7/25/2017,16.2864,2.3053,767.27
7/26/2017,16.4503,2.3238,773.88
7/27/2017,16.3981,2.3199,771.5
7/28/2017,16.4915,2.3352,777.09
7/31/2017,16.7128,2.3257,783.55
8/1/2017,16.8168,2.3194,786.81
8/2/2017,16.3939,2.3118,786.23
8/3/2017,16.458,2.315,788.49
8/4/2017,16.4522,2.3164,788.68
8/7/2017,16.5379,2.3284,792.98
8/8/2017,16.5109,2.3244,791.57
8/9/2017,16.1373,2.2718,773.66
8/10/2017,15.4241,2.2724,773.43
8/11/2017,15.3979,2.2684,772.08
8/14/2017,15.4771,2.2802,776.17
8/15/2017,15.3712,2.2636,771.06
8/16/2017,15.433,2.2721,773.57
8/17/2017,15.7242,2.2673,767.59
8/18/2017,15.7807,2.2698,768.97
8/21/2017,15.776,2.2688,768.79
8/22/2017,15.62,2.2467,761.26
8/23/2017,15.7188,2.2608,765.98
8/24/2017,15.7967,2.2719,769.77
8/25/2017,15.8343,2.2773,771.63
8/28/2017,15.8034,2.2939,777.26
8/29/2017,15.738,2.2844,774.03
8/30/2017,15.8272,2.3003,778.65
8/31/2017,15.9507,2.3126,782.76
9/1/2017,16.0552,2.3303,788.73
9/5/2017,16.1302,2.3408,792.31
9/6/2017,16.1569,2.3446,793.55
9/7/2017,16.2221,2.354,796.72
9/8/2017,16.389,2.3783,801.2
9/11/2017,16.3122,2.3665,797.47
9/12/2017,16.3645,2.3741,799.94
9/13/2017,16.4223,2.3823,802.78
9/14/2017,16.4971,2.3931,806.32
9/15/2017,16.4851,2.3914,805.82
9/18/2017,16.5304,2.398,807.87
9/19/2017,16.5021,2.3939,805.93
9/20/2017,16.535,2.3981,805.86
9/21/2017,16.4969,2.3926,803.93
9/22/2017,16.5628,2.4021,807.13
9/25/2017,16.5277,2.3972,805.58
9/26/2017,16.5253,2.3968,805.35
9/27/2017,16.4948,2.3924,803.77
9/28/2017,16.5159,2.3954,804.82
9/29/2017,16.5075,2.3942,804.42
10/2/2017,16.4625,2.3877,802.23
10/3/2017,16.3498,2.3747,798
10/4/2017,16.5018,2.3967,805.66
10/5/2017,16.504,2.3959,805.23
10/6/2017,16.5555,2.4033,807.8
10/9/2017,16.5868,2.4079,808.96
10/10/2017,16.5975,2.4129,810.65
10/11/2017,16.6678,2.423,813.95
10/12/2017,16.7368,2.4296,815.87
10/13/2017,16.8233,2.4442,820.95
10/16/2017,16.7907,2.4395,819.43
10/17/2017,16.9625,2.464,828.29
10/18/2017,16.8478,2.4395,827.72
10/19/2017,16.8788,2.4426,828.93
10/20/2017,16.8338,2.4343,826.84
10/23/2017,16.425,2.4025,820.04
10/24/2017,16.3137,2.4137,825.24
10/25/2017,16.4128,2.4281,830.69
10/26/2017,16.4911,2.4278,830.11
10/27/2017,16.6208,2.4365,840.37
10/30/2017,16.675,2.4454,845.2
10/31/2017,16.2985,2.4045,837.28
11/1/2017,16.4377,2.4247,842.71
11/2/2017,16.2594,2.397,833.09
11/3/2017,16.4208,2.4298,843.73
11/6/2017,17.0842,2.4637,849.09
11/7/2017,17.1048,2.4569,850.33
11/8/2017,17.3235,2.4855,859.7
11/9/2017,17.2303,2.4774,860.4
11/10/2017,17.3846,2.4999,868.21
11/13/2017,17.6097,2.5322,879.34
11/14/2017,17.6426,2.537,880.9
11/15/2017,17.6759,2.5418,882.59
11/16/2017,17.8364,2.5648,892.8
11/17/2017,17.7962,2.559,890.69
11/20/2017,18.0501,2.5955,903.55
11/21/2017,18.3391,2.6371,918.3
11/22/2017,18.6237,2.678,932.66
11/23/2017,18.6471,2.6814,933.7
11/24/2017,18.6858,2.687,935.57
11/27/2017,18.7415,2.695,938.61
11/28/2017,18.7931,2.7025,941.21
11/29/2017,19.01,2.7337,952.14
11/30/2017,18.9691,2.7279,949.93
12/1/2017,19.1723,2.7571,960.33
12/4/2017,19.3653,2.785,970.02
12/5/2017,19.0292,2.7367,953.3
12/6/2017,18.9228,2.7207,947.64
12/7/2017,18.7526,2.696,938.65
12/8/2017,18.7787,2.6998,940.16
12/11/2017,18.3235,2.6345,917.45
12/12/2017,18.5264,2.6637,927.25
12/13/2017,18.4719,2.6559,924.4
12/14/2017,18.6989,2.6885,935.85
12/15/2017,18.696,2.6874,935.16
12/18/2017,19.1524,2.753,958.06
12/19/2017,19.017,2.7336,951.42
12/20/2017,19.0565,2.7393,953.51
12/21/2017,18.9087,2.7181,946.06
12/22/2017,19.0359,2.7363,952.32
12/25/2017,18.9005,2.7535,958.31
12/26/2017,19.0584,2.7765,965.93
12/27/2017,19.1083,2.7838,968.46
12/28/2017,19.2712,2.8076,976.72
12/29/2017,19.419,2.8292,984.24
1/2/2018,19.6438,2.862,995.77
1/3/2018,19.8475,2.8917,1005.67
1/4/2018,20.1384,2.9334,1019.75
1/5/2018,20.283,2.9207,1012.65
1/8/2018,20.4807,2.9492,1022.90
1/9/2018,20.6963,2.9804,1033.56
1/10/2018,20.7881,2.9936,1038.11
1/11/2018,20.9855,3.0221,1048.17
1/12/2018,20.987,3.0286,1050.11
1/15/2018,21.1937,3.0656,1063.47
1/16/2018,21.1842,3.0641,1062.96
1/17/2018,20.6428,2.9827,1034.69
1/18/2018,21.0025,3.0215,1050.25
1/19/2018,21.2346,3.0546,1062.07
1/22/2018,21.6243,3.1226,1087.42
1/23/2018,21.5191,3.1145,1087.42
1/24/2018,21.4546,3.1075,1088.42
1/25/2018,21.7786,3.1536,1104.57
1/26/2018,22.0106,3.1842,1115.64
1/29/2018,21.9019,3.1564,1109.80
1/30/2018,21.9063,3.1412,1110.56
1/31/2018,20.9196,3.1275,1110.36
2/1/2018,20.7152,3.0841,1099.67
2/2/2018,20.8379,3.0989,1105.04
2/5/2018,19.8754,2.944,1048.71
2/6/2018,19.1722,2.84,1011.60
2/7/2018,19.5622,2.9133,1040.55
2/8/2018,19.2359,2.8647,1023.25
2/9/2018,18.875,2.811,1003.94
2/12/2018,19.5854,2.9167,1041.79
2/13/2018,19.9249,2.9672,1059.73
2/21/2018,20.4406,3.0438,1087.15
2/22/2018,20.2336,3.013,1076.03
2/23/2018,20.7273,3.0906,1102.85
2/26/2018,20.9494,3.1238,1114.53
2/27/2018,21.0525,3.1391,1119.61
2/28/2018,21.089,3.1446,1121.54
3/1/2018,20.9961,3.1291,1115.79
3/2/2018,21.0922,3.1444,1121.21
3/5/2018,20.5857,3.0686,1093.48
3/6/2018,21.0832,3.1438,1120.29
3/7/2018,20.9329,3.1213,1112.26
3/8/2018,21.1078,3.1545,1124.15
3/9/2018,21.1099,3.152,1123.41
3/12/2018,21.166,3.1602,1126.29
3/13/2018,21.2994,3.1802,1133.31
3/14/2018,21.3925,3.1942,1138.09
3/15/2018,21.4071,3.1961,1138.76
3/16/2018,21.6221,3.2282,1150.19
3/19/2018,21.7888,3.2531,1159.22
3/20/2018,21.7852,3.2531,1159.39
3/21/2018,21.9713,3.2808,1169.36
3/22/2018,22.0298,3.2896,1172.36
3/23/2018,21.6773,3.2369,1153.59
3/26/2018,22.0095,3.2862,1171.22
3/27/2018,22.0204,3.2877,1171.73
3/28/2018,22.0276,3.2888,1172.24
3/29/2018,21.9308,3.2742,1167.03
3/30/2018,22.0675,3.2945,1174.46
4/2/2018,22.4737,3.3568,1196.61
4/3/2018,22.3028,3.3338,1188.29
4/4/2018,22.3478,3.3433,1191.54
4/5/2018,22.3825,3.348,1193.17
4/6/2018,22.5127,3.3673,1199.96
4/9/2018,22.6076,3.3808,1204.33
4/10/2018,22.4946,3.3635,1198.12
4/11/2018,21.9071,3.2771,1167.11
4/12/2018,22.0306,3.2931,1173.02
4/13/2018,21.7364,3.2492,1157.14
4/16/2018,21.5282,3.2245,1148.49
4/17/2018,21.6228,3.2385,1153.28
4/18/2018,21.349,3.1975,1138.53
4/19/2018,20.6604,3.0733,1094.63
4/20/2018,21.1349,3.1436,1119.86
4/23/2018,19.7768,2.9828,1076.78
4/24/2018,19.8828,2.9909,1080.74
4/26/2018,19.2231,2.894,1044.86
4/27/2018,19.2494,2.9078,1050.26
5/2/2018,18.5657,2.8139,1029.08
5/3/2018,18.4861,2.7923,1026.46
5/4/2018,18.5036,2.7827,1026.80
5/7/2018,19.0824,2.8764,1062.26
5/8/2018,18.977,2.8675,1060.45
5/9/2018,18.9153,2.8574,1056.97
5/10/2018,18.4364,2.7799,1028.87
5/11/2018,18.7242,2.8231,1044.85
5/14/2018,18.9229,2.8823,1066.98
5/15/2018,19.0362,2.8996,1073.50
5/16/2018,18.7025,2.8488,1054.62
5/17/2018,20.1956,3.0551,1030.64
5/18/2018,20.4029,3.0859,1040.54
5/21/2018,19.8977,3.0093,1014.98
5/22/2018,19.3378,2.9257,985.91
5/23/2018,18.5076,2.9349,988.94
5/24/2018,18.4521,2.926,985.92
5/25/2018,18.0443,2.8606,963.9
5/28/2018,17.4436,2.7654,931.75
5/29/2018,17.8253,2.8259,952.18
5/30/2018,17.7566,2.8151,948.5
5/31/2018,18.1812,2.8825,971.25
6/1/2018,18.5858,2.9468,992.87
6/4/2018,19.7163,3.015,1013.78
6/5/2018,19.9111,3.0449,1022.74
6/6/2018,20.1386,3.0797,1034.50
6/7/2018,20.1815,3.0863,1036.69
6/8/2018,20.2276,3.0933,1039.01
6/11/2018,20.2103,3.0938,1039.02
6/12/2018,19.8565,3.0396,1020.76
6/13/2018,20.0428,3.0691,1030.53
6/14/2018,19.751,3.0243,1015.72
6/15/2018,19.7848,3.027,1016.51
6/18/2018,19.2081,2.9389,987.34
6/19/2018,18.7188,2.8639,962.16
6/20/2018,19.0928,2.9223,980.95
6/21/2018,18.8194,2.8879,969.4
6/22/2018,19.0881,2.9292,983.17
6/25/2018,19.2311,2.9511,990.52
6/26/2018,19.1364,2.9364,983.02
6/27/2018,18.8855,2.8942,968.91
6/28/2018,18.6606,2.8597,957.35
6/29/2018,18.7735,2.8716,960.78
7/2/2018,18.522,2.8331,947.15
7/3/2018,17.7163,2.7099,906.01
7/4/2018,17.8919,2.7367,914.99
7/5/2018,17.588,2.6902,899.4
7/6/2018,17.9459,2.7448,917.51
7/9/2018,17.8828,2.7353,915.12
7/10/2018,17.7835,2.7256,911.12
7/11/2018,17.4318,2.6717,893.16
7/12/2018,17.5254,2.686,898.51
7/13/2018,17.7466,2.72,909.72
7/16/2018,17.77,2.7242,911.11
7/17/2018,17.9612,2.7546,921.27
7/18/2018,18.3662,2.8178,942.39
7/19/2018,18.3717,2.8263,943.97
7/20/2018,18.1049,2.7919,933.39
7/23/2018,18.0992,2.7976,936.74
7/24/2018,17.8186,2.7779,934.08
7/25/2018,17.6405,2.7356,927.58
7/26/2018,17.4795,2.738,930.16
7/27/2018,17.5571,2.7544,935.52
7/30/2018,17.7307,2.7928,949.73
7/31/2018,18.031,2.7546,956.39
8/1/2018,17.9644,2.7451,952.77
8/2/2018,17.958,2.7525,953.55
8/3/2018,18.0907,2.7753,959.6
8/6/2018,18.0759,2.7766,960.23
8/7/2018,18.0059,2.7666,956.79
8/8/2018,18.1801,2.7941,966.27
8/9/2018,18.1404,2.786,963.5
8/10/2018,18.2023,2.8,968.47
8/13/2018,18.3769,2.8275,978.04
8/14/2018,17.1709,2.5893,978.27
8/15/2018,18.0709,2.7792,961.37
8/16/2018,18.1303,2.7876,964.28
8/17/2018,18.2241,2.8007,968.88
8/20/2018,18.2369,2.8026,969.62
8/21/2018,18.431,2.8303,979.21
8/22/2018,18.4862,2.8387,982.15
8/23/2018,18.5896,2.8546,987.36
8/24/2018,18.5845,2.8536,987.05
8/27/2018,18.676,2.8676,991.92
8/28/2018,18.7351,2.8772,995.19
8/29/2018,18.6067,2.8574,988.17
8/30/2018,18.7836,2.8855,998.07
8/31/2018,18.6147,2.8612,989.54
9/4/2018,18.3638,2.822,975.94
9/5/2018,18.2339,2.801,968.44
9/6/2018,18.0398,2.7708,958.19
9/7/2018,18.255,2.8019,968.9
9/10/2018,18.2954,2.8061,970.34
9/11/2018,18.5793,2.8488,985.06
9/12/2018,18.6164,2.8543,987.01
9/13/2018,18.6362,2.8572,987.95
9/14/2018,18.7002,2.8671,991.34
9/17/2018,18.6299,2.8561,987.61
9/18/2018,18.7435,2.8735,993.49
9/19/2018,18.7824,2.8795,995.54
9/20/2018,18.9555,2.906,1004.74
9/21/2018,18.9238,2.9012,1002.97
9/24/2018,19.0821,2.9254,1011.29
9/25/2018,19.0709,2.9237,1010.74
9/26/2018,19.0511,2.9216,1009.61
9/27/2018,19.1618,2.9386,1015.37
9/28/2018,19.211,2.9438,1017.13
10/1/2018,19.1137,2.9313,1012.88
10/2/2018,19.2874,2.9578,1018.79
10/3/2018,19.3198,2.9621,1020.40
10/4/2018,19.3807,2.9714,1023.62
10/5/2018,19.0926,2.9274,1008.39
10/8/2018,18.8623,2.8919,996.12
10/9/2018,18.8645,2.8922,996.19
10/10/2018,18.8221,2.8857,993.96
10/11/2018,17.9254,2.7462,945.89
10/12/2018,18.3735,2.8163,970.08
10/15/2018,18.0243,2.7624,951.64
10/16/2018,18.3193,2.7958,963.37
10/17/2018,18.4309,2.8195,971.6
10/18/2018,18.2508,2.7953,963.47
10/19/2018,18.1394,2.7798,958.36
10/22/2018,17.8025,2.7569,953.51
10/23/2018,17.5273,2.7149,939.68
10/24/2018,17.1108,2.652,922.73
10/25/2018,16.8791,2.6165,910.17
10/26/2018,16.7122,2.5876,900.82
10/29/2018,16.4838,2.5475,888.82
10/30/2018,16.4843,2.545,888.69
10/31/2018,16.8024,2.577,914.76
11/1/2018,16.6076,2.5566,907.96
11/2/2018,16.9067,2.5996,924.86
11/5/2018,16.8892,2.6023,925.53
11/6/2018,16.8266,2.5925,922.05
11/7/2018,16.8215,2.5926,922.16
11/8/2018,16.8953,2.6033,926.28
11/9/2018,16.6762,2.5697,914.29
11/12/2018,15.8945,2.5051,918.12
11/13/2018,15.7235,2.4781,905.38
11/14/2018,15.5939,2.4584,900.93
11/15/2018,15.529,2.4482,897.15
11/16/2018,15.5581,2.4507,898.19
11/19/2018,15.8668,2.4994,916.06
11/20/2018,15.9182,2.5075,919.02
11/21/2018,15.9803,2.5173,922.56
11/22/2018,15.9876,2.5231,924.42
11/23/2018,15.8755,2.5054,917.97
11/26/2018,15.9282,2.5137,921.03
11/27/2018,15.9645,2.5194,923.12
11/28/2018,16.1009,2.5387,930.2
11/29/2018,16.0424,2.5295,926.79
11/30/2018,16.038,2.5286,926.54
12/3/2018,16.4717,2.5969,951.59
12/4/2018,16.5983,2.6169,958.84
12/5/2018,16.5716,2.6127,957.14
12/6/2018,16.5321,2.6065,954.82
12/7/2018,16.5975,2.6168,958.59
12/10/2018,16.5534,2.6091,955.89
12/11/2018,16.5311,2.6057,954.58
12/12/2018,16.6467,2.624,961.28
12/13/2018,16.6287,2.6213,960.25
12/14/2018,16.4869,2.599,952.04
12/17/2018,16.1688,2.5488,933.65
12/18/2018,16.058,2.5313,927.25
12/19/2018,15.9193,2.5095,919.24
12/20/2018,15.8986,2.5062,918.24
12/21/2018,15.8043,2.4914,912.26
12/24/2018,15.7403,2.4812,908.56
12/25/2018,15.5578,2.4524,897.94
12/26/2018,15.4517,2.4357,891.75
12/27/2018,15.6078,2.4603,900.81
12/28/2018,15.4676,2.4383,892.54
1/2/2019,15.453,2.4359,891.75
1/3/2019,15.2152,2.3999,878.22
1/4/2019,15.1116,2.4071,880.9
1/7/2019,15.2612,2.4309,889.64
1/8/2019,15.2237,2.425,887.44
1/9/2019,15.3878,2.451,896.99
1/10/2019,15.4101,2.4546,898.3
1/11/2019,15.5184,2.4718,902.71
1/14/2019,15.6941,2.4497,901.8
1/15/2019,15.8376,2.4697,909.68
1/16/2019,15.8151,2.467,908.7
1/17/2019,15.723,2.4482,901.89
1/18/2019,15.7004,2.4491,902.3
1/21/2019,15.7121,2.462,911.05
1/22/2019,15.4856,2.4368,906.55
1/23/2019,15.3338,2.4395,908.18
1/24/2019,15.3354,2.4411,908.79
1/25/2019,15.3672,2.4365,908.88
1/28/2019,15.4449,2.4477,912.18
1/29/2019,15.4803,2.4574,915.93
1/30/2019,15.4591,2.456,915.84
1/31/2019,15.4849,2.395,910.65
2/1/2019,15.5454,2.3848,908.67
2/11/2019,15.8276,2.4253,926.1
2/12/2019,16.0191,2.4529,937.54
2/13/2019,16.1517,2.4723,945.25
2/14/2019,16.2862,2.4904,952.34
2/15/2019,16.2513,2.484,950.89
2/18/2019,16.4144,2.5108,961.3
2/19/2019,16.469,2.519,964.35
2/20/2019,16.5845,2.5362,970.58
2/21/2019,16.8747,2.5799,987.57
2/22/2019,16.8962,2.5834,988.91
2/25/2019,16.9709,2.5987,994.43
2/26/2019,16.8476,2.5797,987.06
2/27/2019,16.8339,2.5885,990.27
2/28/2019,16.4148,2.5241,965.47
3/1/2019,16.6502,2.5609,979.63
3/4/2019,16.9197,2.6015,993.99
3/5/2019,16.8941,2.5976,992.45
3/6/2019,16.9095,2.6013,994.49
3/7/2019,16.8972,2.5995,994.03
3/8/2019,16.7479,2.5766,985.25
3/11/2019,16.737,2.5749,984.6
3/12/2019,17.0207,2.6185,1001.32
3/13/2019,17.0909,2.6294,1005.41
3/14/2019,17.1639,2.6406,1008.44
3/15/2019,17.0683,2.626,1004.12
3/18/2019,17.207,2.6471,1011.86
3/19/2019,17.0402,2.6334,1006.59
3/20/2019,17.0455,2.6221,1002.30
3/21/2019,16.6978,2.5687,981.78
3/22/2019,16.8174,2.587,988.71
3/25/2019,16.5012,2.5384,970.07
3/26/2019,16.5523,2.5391,969.79
3/27/2019,16.6562,2.5549,975.91
3/28/2019,16.7763,2.5735,982.98
3/29/2019,16.7392,2.5677,980.76
4/1/2019,16.8346,2.5874,988.53
4/2/2019,16.793,2.5841,985.81
4/3/2019,16.7675,2.5801,984.46
4/4/2019,16.8178,2.5865,986.91
4/5/2019,16.8587,2.5927,989.26
4/8/2019,16.9977,2.6143,997.56
4/9/2019,16.8294,2.5907,988.48
4/10/2019,16.7185,2.5739,981.91
4/11/2019,16.7664,2.5853,985.95
4/12/2019,16.7341,2.5773,982.9
4/16/2019,16.6415,2.5622,977.17
4/17/2019,16.557,2.5492,972.1
4/18/2019,16.3942,2.5239,962.3
4/19/2019,16.3585,2.5288,966.21
4/22/2019,16.3585,2.5288,965.86
4/23/2019,16.3544,2.4957,968
4/24/2019,16.5393,2.5152,976.92
4/25/2019,16.5044,2.5028,974.13
4/26/2019,16.6278,2.5134,979.64
5/2/2019,16.7262,2.4821,978.5
5/3/2019,16.617,2.4646,974.14
5/6/2019,16.3016,2.4198,957.97
5/7/2019,16.4583,2.426,957.56
5/8/2019,16.3484,2.4099,951.22
5/9/2019,16.277,2.3993,947.01
5/10/2019,16.3713,2.4133,952.55
5/13/2019,16.4747,2.4286,958.54
5/14/2019,16.5888,2.4459,965.34
5/15/2019,16.7682,2.4724,975.64
5/16/2019,16.7691,2.4726,975.69
5/17/2019,16.782,2.4745,976.48
5/20/2019,16.9622,2.5014,987.13
5/21/2019,16.9379,2.4998,986.29
5/22/2019,16.894,2.4933,983.78
5/23/2019,16.962,2.4989,982.71
5/24/2019,16.7433,2.4668,970.03
5/27/2019,16.8231,2.4797,975.14
5/28/2019,16.745,2.4719,972
5/29/2019,16.7835,2.478,971.54
5/30/2019,16.7492,2.473,969.34
5/31/2019,16.5766,2.449,959.88
6/3/2019,16.3448,2.4152,946.47
6/4/2019,16.4251,2.4271,951.16
6/5/2019,16.4299,2.4278,951.41
6/6/2019,16.3879,2.4196,948.21
6/7/2019,16.5561,2.4454,958.28
6/10/2019,16.6334,2.4572,962.9
6/11/2019,16.5998,2.4525,962.07
6/12/2019,16.4627,2.4323,954.17
6/13/2019,16.3946,2.422,950.08
6/14/2019,16.4732,2.434,953.61
6/17/2019,16.3564,2.4167,946.95
6/18/2019,16.3062,2.4093,944.01
6/19/2019,16.4052,2.4239,949.69
6/20/2019,16.4036,2.4237,959.18
6/21/2019,16.5655,2.4477,959.2
6/24/2019,16.6318,2.4575,962.85
6/25/2019,16.5881,2.4511,960.13
6/26/2019,16.5676,2.448,959.13
6/27/2019,16.2956,2.4079,943.11
6/28/2019,16.4154,2.4256,949.94
7/1/2019,16.6847,2.4654,965.61
7/2/2019,16.6207,2.456,961.98
7/3/2019,16.5933,2.4519,960.39
7/4/2019,16.8132,2.4844,973.04
7/5/2019,16.8527,2.4902,975.34
7/8/2019,16.696,2.466,966.35
7/9/2019,16.7426,2.4728,969.05
7/10/2019,16.8224,2.4846,973.65
7/11/2019,16.9105,2.4976,978.63
7/12/2019,16.865,2.4893,975.4
7/15/2019,16.8109,2.4799,972.53
7/16/2019,16.9927,2.5051,982.11
7/17/2019,17.0573,2.5006,982.57
7/18/2019,16.9074,2.4902,976.05
7/19/2019,17.0229,2.5043,982.34
7/22/2019,16.7999,2.4941,982.04
7/23/2019,16.9367,2.5137,989.46
7/24/2019,16.8833,2.5019,988.41
7/25/2019,16.9988,2.523,994.95
7/26/2019,16.9808,2.52,993.35
7/29/2019,17.0442,2.5275,997.94
7/30/2019,16.8395,2.4887,986.02
7/31/2019,16.5666,2.4445,991.66
8/1/2019,16.7632,2.4434,997.39
8/2/2019,16.6655,2.4333,991.1
8/5/2019,16.346,2.3892,973.15
8/6/2019,16.2191,2.3675,964.61
8/7/2019,16.2401,2.3716,965.93
8/8/2019,16.3987,2.3947,975.24
8/9/2019,16.3853,2.3925,974.34
8/12/2019,16.4004,2.3949,975.31
8/13/2019,16.2814,2.3774,966.83
8/14/2019,16.3171,2.3826,968.91
8/15/2019,16.4957,2.4086,979.38
8/16/2019,16.5178,2.41,980
8/19/2019,16.5334,2.4135,981.03
8/20/2019,16.5956,2.4224,984.67
8/21/2019,16.7602,2.4462,994.38
8/22/2019,16.8083,2.4533,997.26
8/23/2019,16.7243,2.4408,992.45
8/26/2019,16.5743,2.4183,982.88
8/27/2019,16.4717,2.4032,976.79
8/28/2019,16.4685,2.4026,977.26
8/29/2019,16.4887,2.4057,978.59
8/30/2019,16.5718,2.4182,984.06
9/3/2019,16.4979,2.4101,979.36
9/4/2019,16.4869,2.4062,977.63
9/5/2019,16.4696,2.4053,976.79
9/6/2019,16.4263,2.3989,974.08
9/9/2019,16.4283,2.3987,974.12
9/10/2019,16.3696,2.3905,970.26
9/11/2019,16.3349,2.3843,969.31
9/12/2019,16.4493,2.401,976.07
9/13/2019,16.637,2.4283,987.22
9/16/2019,16.6811,2.4348,989.86
9/17/2019,16.7965,2.4516,996.74
9/18/2019,16.7718,2.448,995.15
9/19/2019,16.8334,2.4569,997.1
9/20/2019,16.7194,2.4404,990.36
9/23/2019,16.6739,2.4337,985.75
9/24/2019,16.6819,2.4348,988.13
9/25/2019,16.6683,2.4329,987.3
9/26/2019,16.7265,2.4414,990.75
9/27/2019,16.8471,2.459,997.84
9/30/2019,16.8259,2.4559,996.56
10/1/2019,16.8817,2.4634,999.59
10/2/2019,16.7395,2.4427,991.19
10/3/2019,16.7613,2.4458,989.67
10/4/2019,16.6802,2.4339,987.59
10/7/2019,16.6039,2.4229,983.09
10/8/2019,16.6905,2.4354,988.22
10/9/2019,16.6915,2.4356,987.83
10/10/2019,16.684,2.4346,987.38
10/11/2019,16.7583,2.4454,991.84
10/14/2019,16.7838,2.4503,993.57
10/15/2019,16.7812,2.4443,993.05
10/16/2019,16.8047,2.4521,994.46
10/17/2019,16.679,2.4377,989.82
10/18/2019,16.6184,2.4337,989.2
10/21/2019,16.5588,2.4096,983.56
10/22/2019,16.4439,2.4098,987.19
10/23/2019,16.4804,2.4031,987.79
10/24/2019,16.5345,2.4197,993.6
10/25/2019,16.5192,2.4225,996.57
10/28/2019,16.5734,2.419,996.48
10/29/2019,16.3627,2.4089,995.87
10/30/2019,16.4132,2.4203,1000.89
10/31/2019,16.1516,2.4094,998.82
11/1/2019,16.3643,2.4429,1015.59
11/4/2019,16.5155,2.4598,1022.43
11/5/2019,16.6985,2.4801,1024.34
11/6/2019,16.7052,2.4809,1024.91
11/7/2019,16.7247,2.4759,1024.03
11/8/2019,16.7045,2.4721,1022.49
11/11/2019,16.6107,2.4582,1016.75
