Date, PE , PB , VNINDEX 
11/12/2019,16.6386,2.4623,1018.33
11/13/2019,16.5491,2.4492,1012.77
11/14/2019,16.5541,2.4479,1012.30
11/15/2019,16.5156,2.4422,1010.03
11/18/2019,16.398,2.4249,1002.91
11/19/2019,16.4868,2.438,1008.35
11/20/2019,16.3599,2.4192,1000.56
11/21/2019,16.1528,2.3886,987.89
11/22/2019,15.9861,2.364,977.78
11/25/2019,15.961,2.3602,976.35
11/26/2019,15.9703,2.3615,976.79
11/27/2019,15.996,2.3652,978.17
11/28/2019,15.8687,2.3457,970.39
11/29/2019,15.8745,2.3466,970.75
12/2/2019,15.6864,2.3188,959.31
12/3/2019,15.6378,2.3116,953.43
12/4/2019,15.8125,2.3375,965.9
12/5/2019,15.7703,2.3312,963.27
12/6/2019,15.7709,2.3311,963.56
12/9/2019,15.8119,2.3372,966.06
12/10/2019,15.719,2.3233,960.3
12/11/2019,15.7437,2.327,961.78
12/12/2019,15.8563,2.3436,968.17
12/13/2019,15.7758,2.3335,966.18
12/16/2019,15.6996,2.3222,961.47
12/17/2019,15.5783,2.3043,954.03
12/18/2019,15.5312,2.2973,951.13
12/19/2019,15.5539,2.3007,952.26
12/20/2019,15.6264,2.3114,956.41
12/23/2019,15.6739,2.3183,959.43
12/24/2019,15.667,2.3173,958.88
12/25/2019,15.7,2.3222,960.92
12/26/2019,15.6616,2.3165,958.59
12/27/2019,15.7426,2.3285,963.51
12/30/2019,15.7709,2.3327,965.03
12/31/2019,15.7047,2.323,960.99
1/2/2020,15.7972,2.3367,966.67
1/3/2020,15.7712,2.3328,965.14
1/6/2020,15.6186,2.3102,955.79
1/7/2020,15.6697,2.3178,958.88
1/8/2020,15.5221,2.296,948.98
1/9/2020,15.7041,2.323,960.15
1/10/2020,15.8525,2.345,968.54
1/13/2020,15.8077,2.3384,965.84
1/14/2020,15.8214,2.3419,967
1/15/2020,15.8341,2.3438,967.56
1/16/2020,15.9473,2.6042,974.31
1/17/2020,16.0705,2.6047,978.96
1/20/2020,16.0327,2.5976,978.63
1/21/2020,16.0196,2.5558,986.37
1/22/2020,15.8985,2.5416,991.46
1/30/2020,15.3795,2.3653,959.58
1/31/2020,14.5057,2.1871,936.62
2/3/2020,14.3719,2.1521,928.14
2/4/2020,14.3482,2.1277,929.09
2/5/2020,14.2873,2.1226,925.91
2/6/2020,14.4601,2.165,938.54
2/7/2020,14.533,2.1719,940.75
2/10/2020,14.3996,2.1484,930.73
2/11/2020,14.4612,2.1576,934.67
2/12/2020,14.5072,2.1646,937.68
2/13/2020,14.5042,2.1654,938.24
2/14/2020,14.4908,2.1635,937.45
2/17/2020,14.4404,2.1575,934.77
2/18/2020,14.3344,2.1413,927.93
2/19/2020,14.3496,2.1431,928.76
2/20/2020,14.4942,2.1648,938.13
2/21/2020,14.4166,2.1532,933.09
2/24/2020,13.9575,2.0847,903.34
2/25/2020,14.0558,2.0994,909.67
2/26/2020,13.844,2.0678,895.97
2/27/2020,13.8834,2.0735,898.44
2/28/2020,13.6316,2.0359,882.19
3/2/2020,13.6726,2.042,884.43
3/3/2020,13.769,2.0564,890.61
3/4/2020,13.7494,2.0535,889.37
3/5/2020,13.4004,1.9763,893.31
3/6/2020,13.79,2.0587,891.44
3/9/2020,12.9251,1.9296,835.49
3/10/2020,12.7643,1.8758,837.5
3/11/2020,12.366,1.8173,811.35
3/12/2020,10.8276,1.723,769.25
3/13/2020,10.7226,1.7064,761.78
3/16/2020,10.5319,1.675,747.86
3/17/2020,11.5697,1.7044,745.78
3/18/2020,11.5993,1.7089,747.66
3/19/2020,11.2628,1.6594,725.94
3/20/2020,11.0111,1.6223,709.73
3/23/2020,10.3342,1.5232,666.59
3/24/2020,10.2256,1.5064,659.21
3/25/2020,10.7086,1.5775,690.25
3/26/2020,10.7725,1.5866,694.21
3/27/2020,10.801,1.591,696.06
3/30/2020,10.2786,1.5137,662.26
3/31/2020,10.256,1.514,662.53
4/1/2020,10.5308,1.5543,680.23
4/3/2020,10.8725,1.6038,701.8
4/6/2020,11.4147,1.6837,736.75
4/7/2020,11.5694,1.7064,746.69
4/8/2020,11.5883,1.7094,748.02
4/9/2020,11.8135,1.7383,760.33
4/10/2020,11.7814,1.7322,757.94
4/13/2020,11.9037,1.7503,765.79
4/14/2020,11.8978,1.7502,767.41
4/15/2020,12.0813,1.764,777.22
4/16/2020,12.1172,1.7803,780.7
4/17/2020,12.2438,1.8001,789.6
4/20/2020,12.3353,1.8122,794.97
4/21/2020,12.0091,1.7399,766.84
4/22/2020,11.9933,1.7446,768.92
4/23/2020,12.0773,1.7564,773.91
4/24/2020,12.1194,1.7624,776.66
4/27/2020,12.0206,1.7401,770.77
4/28/2020,11.756,1.7221,767.21
4/29/2020,11.7851,1.72,769.11
5/4/2020,12.1117,1.7039,762.47
5/5/2020,12.3125,1.712,764.16
5/6/2020,12.7504,1.7545,782.59
5/7/2020,12.9772,1.7857,796.54
5/8/2020,13.2588,1.824,813.73
5/11/2020,13.5031,1.8568,828.33
5/12/2020,13.6163,1.8725,835.32
5/13/2020,13.6092,1.8702,834.21
5/14/2020,13.574,1.8664,832.4
5/15/2020,13.4799,1.8544,827.03
5/18/2020,13.6125,1.8767,837.01
5/19/2020,13.7563,1.8967,845.92
5/20/2020,13.8688,1.9122,852.91
5/21/2020,14.0286,1.9343,862.73
5/22/2020,13.8664,1.912,852.74
5/25/2020,13.9691,1.9262,859.04
5/26/2020,14.134,1.9489,869.13
5/27/2020,13.9433,1.9226,857.48
5/28/2020,14.0068,1.9288,861.39
5/29/2020,14.0565,1.9356,864.47
6/1/2020,14.2872,1.9673,878.67
6/2/2020,14.2242,1.9586,874.8
6/3/2020,14.3279,1.9729,881.17
6/4/2020,14.3724,1.979,883.9
6/5/2020,14.4104,1.9842,886.22
6/8/2020,14.6338,2.015,899.92
6/9/2020,14.626,2.0139,899.43
6/10/2020,14.6335,2.0149,900
6/11/2020,14.1034,1.942,867.37
6/12/2020,14.0402,1.9334,863.52
6/15/2020,13.5379,1.864,832.47
6/16/2020,13.9231,1.9169,856.13
6/17/2020,13.8941,1.913,854.44
6/18/2020,13.9071,1.9148,855.27
6/19/2020,14.1249,1.9448,868.56
6/22/2020,14.1683,1.9515,871.28
6/23/2020,14.118,1.9446,868.2
6/24/2020,13.9916,1.9272,859.71
6/25/2020,13.9082,1.9157,854.59
6/26/2020,13.8652,1.9098,851.98
6/29/2020,13.4969,1.8591,829.36
6/30/2020,13.4261,1.8496,825.11
7/1/2020,13.7258,1.8908,843.49
7/2/2020,13.7075,1.8882,842.38
7/3/2020,13.7924,1.8998,847.61
7/6/2020,14.0133,1.9302,861.16
7/7/2020,14.0528,1.9358,863.42
7/8/2020,14.0705,1.9382,864.5
7/9/2020,14.2654,1.965,876.46
7/10/2020,14.1803,1.9533,871.21
7/13/2020,14.1417,1.9477,868.72
7/14/2020,14.13,1.9484,868.11
7/15/2020,14.1757,1.9508,869.91
7/16/2020,14.277,1.9681,876.83
7/17/2020,14.2,1.9579,872.02
7/20/2020,13.9601,1.9304,861.4
7/21/2020,13.9699,1.9202,861.69
7/22/2020,13.8534,1.9058,855.08
7/23/2020,13.8748,1.9059,856.75
7/24/2020,13.3756,1.844,829.16
7/27/2020,12.7075,1.7256,785.17
7/28/2020,13.292,1.8039,813.36
7/29/2020,12.8974,1.752,790.84
7/30/2020,13.0487,1.7699,801.13
7/31/2020,13.0353,1.7806,798.39
8/3/2020,13.4775,1.8199,814.65
8/4/2020,13.6996,1.8479,827.57
8/5/2020,13.8757,1.8706,837.8
8/6/2020,13.9122,1.8757,840.04
8/7/2020,13.9358,1.8786,841.46
8/10/2020,13.9599,1.8826,843.2
8/11/2020,13.9568,1.8822,843.08
8/12/2020,14.0208,1.8908,846.92
8/13/2020,14.1562,1.909,855.05
8/14/2020,14.0848,1.8994,850.74
8/17/2020,14.1062,1.8985,850.15
8/18/2020,14.0442,1.8903,846.43
8/19/2020,14.1233,1.901,851.21
8/20/2020,14.0746,1.8943,848.21
8/21/2020,14.1843,1.909,854.78
8/24/2020,14.4148,1.94,868.68
8/25/2020,14.5048,1.9524,874.12
8/26/2020,14.493,1.9509,873.47
8/27/2020,14.5126,1.9537,874.71
8/28/2020,14.5851,1.9637,878.98
8/31/2020,14.6506,1.9737,881.65
9/1/2020,14.8169,1.9956,891.73
9/3/2020,15.0144,2.0231,903.97
9/4/2020,14.973,2.0178,901.54
9/7/2020,14.7616,1.9882,888.25
9/8/2020,14.7935,1.9926,890.14
9/9/2020,14.7802,1.9908,889.32
9/10/2020,14.773,1.9898,888.82
9/11/2020,14.7759,1.9902,888.97
9/14/2020,14.8642,2.0028,894.57
9/15/2020,14.8935,2.0067,896.26
9/16/2020,14.9127,2.0092,897.47
9/17/2020,14.8597,2.0024,894.04
9/18/2020,14.9906,2.0201,900.95
9/21/2020,15.1074,2.0358,907.94
9/22/2020,15.0781,2.0319,906.19
9/23/2020,15.1828,2.046,912.5
9/24/2020,15.1286,2.0387,908.58
9/25/2020,15.1234,2.038,908.27
9/28/2020,15.1988,2.0483,912.5
9/29/2020,15.0578,2.0294,903.98
9/30/2020,15.078,2.0321,905.21
10/1/2020,15.2265,2.052,914.09
10/2/2020,15.1568,2.0426,909.91
10/5/2020,15.2385,2.0535,914.68
10/6/2020,15.2549,2.0557,915.67
10/7/2020,15.3233,2.065,919.72
10/8/2020,15.3104,2.0631,918.84
10/9/2020,15.3966,2.0746,924
10/12/2020,15.4333,2.0796,925.83
10/13/2020,15.4979,2.0882,929.86
10/14/2020,15.663,2.1113,940.18
10/15/2020,15.7065,2.1164,942.76
10/16/2020,15.7019,2.115,943.3
10/19/2020,15.7041,2.1156,943.69
10/20/2020,15.7207,2.1141,944.42
10/21/2020,15.756,2.1006,939.03
10/22/2020,15.9592,2.1235,949.9
10/23/2020,16.1278,2.148,961.26
10/26/2020,15.8013,2.1212,950.8
10/27/2020,15.6848,2.1068,946.47
10/28/2020,15.1611,2.0327,921.05
10/29/2020,15.1135,2.0165,919.08
10/30/2020,15.035,2.0224,925.47
11/2/2020,15.7432,2.044,933.68
11/3/2020,15.7616,2.0451,935.41
11/4/2020,15.5246,2.0336,939.76
11/5/2020,15.4893,2.0291,937.75
11/6/2020,15.5096,2.0303,938.29
11/9/2020,15.7921,2.0672,951.99
11/10/2020,15.9312,2.0855,951.9
11/11/2020,15.937,2.0862,952.22
11/12/2020,15.7221,2.0737,959.28
11/13/2020,16.1729,2.1171,966.29
11/16/2020,15.9141,2.0832,950.79
11/17/2020,16.2178,2.1229,968.9
11/18/2020,16.2873,2.1321,973.53
11/19/2020,16.4504,2.1535,983.26
11/20/2020,16.562,2.1682,990
11/23/2020,16.6316,2.1773,994.19
11/24/2020,16.6575,2.1807,995.76
11/25/2020,16.7276,2.1899,999.94
11/26/2020,16.8282,2.2032,1005.97
11/27/2020,16.9,2.2126,1010.22
11/30/2020,16.664,2.1757,1003.08
12/1/2020,16.7599,2.1884,1008.87
12/2/2020,16.3458,2.1577,1014.32
12/3/2020,16.4396,2.1702,1019.80
12/4/2020,16.4668,2.1737,1021.49
12/7/2020,16.6084,2.1924,1029.98
12/8/2020,16.5965,2.1909,1029.26
12/9/2020,17.0318,2.2483,1039.13
12/10/2020,16.8975,2.2308,1030.91
12/11/2020,17.1444,2.2633,1045.96
12/14/2020,17.4413,2.3025,1064.09
12/15/2020,17.2966,2.2836,1055.27
12/16/2020,17.4883,2.3091,1066.99
12/17/2020,17.2395,2.2763,1051.77
12/18/2020,17.496,2.3104,1067.46
12/21/2020,17.7264,2.3408,1081.08
12/22/2020,17.6383,2.3352,1083.45
12/23/2020,17.6454,2.3362,1078.90
12/24/2020,17.4602,2.3114,1067.52
12/25/2020,17.7375,2.3481,1084.42
12/28/2020,17.7383,2.3471,1091.33
12/29/2020,17.7126,2.3533,1099.49
12/30/2020,17.6809,2.3491,1097.54
12/31/2020,17.7687,2.3609,1103.87
1/4/2021,18.0356,2.3963,1120.47
1/5/2021,18.2302,2.4222,1132.55
1/6/2021,18.4105,2.4462,1143.21
1/7/2021,18.6258,2.4749,1156.49
1/8/2021,18.8293,2.5019,1167.69
1/11/2021,19.1043,2.5385,1184.89
1/12/2021,19.2242,2.5545,1192.28
1/13/2021,19.1371,2.5431,1186.05
1/14/2021,19.1429,2.5437,1187.40
1/15/2021,19.2479,2.6951,1194.20
1/18/2021,19.2147,2.6901,1191.94
1/19/2021,18.2262,2.5513,1131.00
1/20/2021,18.2722,2.5449,1134.68
1/21/2021,18.6017,2.5579,1164.21
1/22/2021,18.6088,2.5451,1166.78
1/25/2021,18.6987,2.5432,1166.05
1/26/2021,18.0566,2.4549,1136.12
1/27/2021,17.4462,2.3705,1097.17
1/28/2021,16.2489,2.2041,1023.94
1/29/2021,16.3509,2.2163,1056.61
2/1/2021,16.0422,2.1682,1035.51
2/2/2021,16.5916,2.2482,1075.53
2/3/2021,17.2653,2.3197,1111.29
2/4/2021,17.2637,2.3205,1112.19
2/5/2021,17.5441,2.3651,1126.91
2/8/2021,16.8547,2.2708,1083.18
2/9/2021,17.3226,2.3424,1114.93
2/17/2021,17.9877,2.424,1155.78
2/18/2021,18.278,2.4631,1174.38
2/19/2021,18.2683,2.4614,1173.50
2/22/2021,18.0408,2.4645,1175.04
2/23/2021,18.0811,2.4699,1177.64
2/24/2021,17.8411,2.4369,1162.01
2/25/2021,17.8941,2.4442,1165.43
2/26/2021,17.9423,2.4507,1168.47
3/1/2021,18.2145,2.4879,1186.17
3/2/2021,18.2216,2.4892,1186.61
3/3/2021,18.2294,2.4901,1186.95
3/4/2021,17.945,2.4513,1168.52
3/5/2021,17.9472,2.4514,1168.69
3/8/2021,17.9399,2.4504,1168.27
3/9/2021,17.8427,2.4371,1161.97
3/10/2021,17.9664,2.4541,1170.08
3/11/2021,18.1448,2.4786,1181.73
3/12/2021,18.1318,2.4781,1181.56
3/15/2021,18.1773,2.4844,1184.56
3/16/2021,18.1147,2.4747,1179.90
3/17/2021,18.2212,2.489,1186.09
3/18/2021,18.4517,2.5204,1200.94
3/19/2021,18.3478,2.5062,1194.05
3/22/2021,18.3527,2.5069,1194.43
3/23/2021,18.1885,2.4838,1183.45
3/24/2021,17.9622,2.4521,1161.81
3/25/2021,18.0203,2.4546,1163.10
3/26/2021,18.0034,2.4528,1162.21
3/29/2021,18.2327,2.4825,1175.68
3/30/2021,18.394,2.505,1186.36
3/31/2021,18.4559,2.5117,1191.44
4/1/2021,18.849,2.5726,1216.10
4/2/2021,18.9878,2.5909,1224.45
4/5/2021,19.2426,2.6236,1236.05
4/6/2021,19.3074,2.6322,1239.96
4/7/2021,19.3324,2.6374,1242.38
4/8/2021,19.2228,2.6218,1234.89
4/9/2021,19.1633,2.615,1231.66
4/12/2021,19.4539,2.6568,1252.45
4/13/2021,19.4314,2.655,1248.33
4/14/2021,19.5546,2.6714,1255.87
4/15/2021,19.4017,2.6439,1247.25
4/16/2021,19.4665,2.6076,1238.71
4/19/2021,19.555,2.6699,1260.58
4/20/2021,19.6458,2.6775,1268.28
4/22/2021,18.889,2.5927,1227.82
4/23/2021,18.9062,2.6201,1248.53
4/26/2021,18.3412,2.548,1215.77
4/27/2021,17.7799,2.5333,1219.75
4/28/2021,17.8989,2.5456,1229.55
4/29/2021,17.59,2.5511,1239.39
5/4/2021,17.1854,2.5414,1242.20
5/5/2021,17.4318,2.5699,1256.43
5/6/2021,17.1521,2.551,1250.57
5/7/2021,16.8843,2.5303,1241.81
5/10/2021,17.1097,2.5637,1259.58
5/11/2021,17.058,2.5566,1256.04
5/12/2021,17.2343,2.5828,1269.09
5/13/2021,17.1399,2.569,1261.99
5/14/2021,17.1992,2.578,1266.36
5/17/2021,17.1059,2.5629,1258.70
5/18/2021,17.0215,2.5517,1252.68
5/19/2021,17.1547,2.5717,1262.49
5/20/2021,17.3752,2.6049,1278.22
5/21/2021,17.4449,2.6171,1283.93
5/24/2021,17.6353,2.6459,1297.98
5/25/2021,17.7793,2.6672,1308.58
5/26/2021,17.89,2.6838,1316.70
5/27/2021,17.7117,2.6571,1303.57
5/28/2021,17.9391,2.6911,1320.46
5/31/2021,18.0427,2.7067,1328.05
6/1/2021,18.175,2.7268,1337.78
6/2/2021,18.2195,2.7334,1340.78
6/3/2021,18.5527,2.7834,1364.28
6/4/2021,18.6254,2.8038,1374.05
6/7/2021,18.4186,2.7728,1358.78
6/8/2021,17.8933,2.6939,1319.88
6/9/2021,18.071,2.7206,1332.90
6/10/2021,17.9453,2.7015,1323.58
6/11/2021,18.3272,2.7591,1351.74
6/14/2021,18.462,2.7801,1361.72
6/15/2021,18.5375,2.7915,1367.36
6/16/2021,18.3903,2.7692,1356.52
6/17/2021,18.436,2.7759,1359.92
6/18/2021,18.6784,2.8123,1377.77
6/21/2021,18.6094,2.802,1372.63
6/22/2021,18.7099,2.8172,1379.97
6/23/2021,18.6687,2.811,1376.87
6/24/2021,18.7103,2.8174,1379.72
6/25/2021,18.8517,2.8386,1390.12
6/28/2021,19.0608,2.8701,1405.81
6/29/2021,19.1125,2.8781,1410.04
6/30/2021,19.101,2.8763,1408.55
7/1/2021,19.2168,2.8872,1417.08
7/2/2021,19.26,2.8939,1420.27
7/5/2021,19.1426,2.8765,1411.13
7/6/2021,18.3793,2.7623,1354.79
7/7/2021,18.8989,2.8375,1388.55
7/8/2021,18.7114,2.8093,1374.68
7/9/2021,18.3363,2.7534,1347.14
7/12/2021,17.6443,2.6496,1296.30
7/13/2021,17.6605,2.6519,1297.54
7/14/2021,17.4743,2.6081,1279.91
7/15/2021,17.5704,2.6439,1293.92
7/16/2021,17.6442,2.655,1299.31
7/19/2021,16.8732,2.5413,1243.51
7/20/2021,17.2487,2.588,1273.29
7/21/2021,16.9105,2.5757,1270.79
7/22/2021,17.1982,2.623,1293.67
7/23/2021,16.7963,2.5757,1268.83
7/26/2021,16.7383,2.5811,1272.71
7/27/2021,16.747,2.5839,1276.93
7/28/2021,16.6577,2.5843,1277.07
7/29/2021,16.433,2.611,1293.60
7/30/2021,16.1314,2.6038,1310.05
8/2/2021,16.157,2.5948,1314.22
8/3/2021,16.3567,2.6272,1332.44
8/4/2021,16.4142,2.6285,1334.74
8/5/2021,16.494,2.6497,1345.55
8/6/2021,16.4317,2.6413,1341.45
8/9/2021,16.6562,2.6777,1359.86
8/10/2021,16.6841,2.6827,1362.43
8/11/2021,16.6286,2.6744,1357.79
8/12/2021,16.5712,2.6642,1353.05
8/13/2021,16.6329,2.6754,1357.05
8/16/2021,16.7981,2.7038,1370.96
8/17/2021,16.7036,2.6887,1363.09
8/18/2021,16.6801,2.6848,1360.94
8/19/2021,16.8518,2.7121,1374.85
8/20/2021,16.2959,2.6226,1329.43
8/23/2021,15.9219,2.5624,1298.86
8/24/2021,15.9186,2.5615,1298.74
8/25/2021,16.0594,2.5829,1309.55
8/26/2021,15.956,2.5663,1301.12
8/27/2021,16.1075,2.5903,1313.20
8/30/2021,16.0703,2.5839,1328.14
8/31/2021,16.1276,2.5922,1331.47
9/1/2021,16.1461,2.598,1334.65
9/6/2021,16.4451,2.6476,1346.39
9/7/2021,16.4322,2.645,1341.90
9/8/2021,16.3344,2.6292,1333.61
9/9/2021,16.47,2.6509,1343.98
9/10/2021,16.4706,2.6551,1345.31
9/13/2021,16.4224,2.6474,1341.43
9/14/2021,16.4033,2.6445,1339.70
9/15/2021,16.4828,2.6566,1345.83
9/16/2021,16.4831,2.6564,1345.87
9/17/2021,16.5663,2.6701,1352.64
9/20/2021,16.5528,2.668,1350.48
9/21/2021,16.4222,2.6468,1339.84
9/22/2021,16.5512,2.6665,1350.68
9/23/2021,16.578,2.671,1352.76
9/24/2021,16.5586,2.6677,1351.17
9/27/2021,16.2437,2.6172,1324.99
9/28/2021,16.4193,2.6453,1339.31
9/29/2021,16.4208,2.6455,1339.21
9/30/2021,16.457,2.6509,1342.06
10/1/2021,16.3693,2.6367,1334.89
10/4/2021,16.4265,2.6459,1339.54
10/5/2021,16.6121,2.6756,1354.63
10/6/2021,16.5038,2.6555,1362.82
10/7/2021,16.5583,2.6643,1365.99
10/8/2021,16.6401,2.6776,1372.73
10/11/2021,17.0897,2.7499,1394.09
10/12/2021,17.1038,2.7526,1394.80
10/13/2021,17.0758,2.748,1391.91
10/14/2021,17.0872,2.7522,1391.85
10/15/2021,17.1205,2.7502,1392.70
10/18/2021,17.1351,2.7567,1395.53
10/19/2021,17.1161,2.7548,1395.33
10/20/2021,17.065,2.7508,1393.80
10/21/2021,16.8489,2.7172,1384.77
10/22/2021,16.893,2.7246,1389.24
10/25/2021,16.8032,2.7101,1385.40
10/26/2021,16.823,2.7082,1391.63
10/27/2021,17.1744,2.7681,1423.02
10/28/2021,17.376,2.7882,1438.01
10/29/2021,17.1193,2.7222,1444.27
11/1/2021,16.767,2.7027,1438.97
11/2/2021,16.9951,2.7211,1452.46
11/3/2021,16.9484,2.7054,1444.30
11/4/2021,17.0311,2.7153,1448.34
11/5/2021,17.1292,2.7295,1456.51
11/8/2021,17.2644,2.7504,1467.57
11/9/2021,17.1944,2.7384,1461.50
11/10/2021,17.238,2.7452,1465.02
11/11/2021,17.2262,2.7434,1462.35
11/12/2021,17.3608,2.7642,1473.37
11/15/2021,17.3957,2.77,1476.57
11/16/2021,17.2723,2.751,1466.45
11/17/2021,17.383,2.7687,1475.85
11/18/2021,17.312,2.7575,1469.83
11/19/2021,17.1068,2.725,1452.35
11/22/2021,17.0481,2.7157,1447.25
11/23/2021,17.2414,2.7464,1463.63
11/24/2021,17.5385,2.7939,1488.87
11/25/2021,17.6793,2.8162,1500.81
11/26/2021,17.5876,2.8017,1493.03
11/29/2021,17.4957,2.7868,1484.84
11/30/2021,17.429,2.7761,1478.44
12/1/2021,17.5085,2.7888,1485.19
12/2/2021,17.486,2.7844,1482.05
12/3/2021,17.0341,2.7126,1443.32
12/6/2021,16.6603,2.6516,1413.58
12/7/2021,17.0519,2.7138,1446.77
12/8/2021,17.1234,2.7251,1452.87
12/9/2021,17.303,2.7537,1467.98
12/10/2021,17.2524,2.7457,1463.54
12/13/2021,17.3475,2.7695,1476.21
12/14/2021,17.3449,2.7691,1476.02
12/15/2021,17.3329,2.7684,1475.50
12/16/2021,17.3463,2.7704,1476.61
12/17/2021,17.3835,2.7763,1479.79
12/20/2021,17.3556,2.7719,1477.33
12/21/2021,17.6183,2.7208,1478.74
12/22/2021,17.3616,2.772,1477.67
12/23/2021,17.1189,2.7334,1456.96
12/24/2021,17.3545,2.7709,1477.03
12/27/2021,17.4935,2.7931,1488.88
12/28/2021,17.5614,2.8038,1494.39
12/29/2021,17.4603,2.7878,1485.82
12/30/2021,17.4356,2.7831,1485.97
12/31/2021,17.5799,2.8062,1498.28
1/4/2022,17.9002,2.8572,1525.58
1/5/2022,17.8723,2.8459,1522.50
1/6/2022,17.939,2.8631,1528.57
1/7/2022,17.9227,2.8541,1528.48
1/10/2022,17.6373,2.8087,1503.71
1/11/2022,17.4993,2.7873,1492.31
1/12/2022,17.7314,2.8242,1510.51
1/13/2022,17.5617,2.7974,1496.05
1/14/2022,17.561,2.7973,1496.02
1/17/2022,17.0647,2.7182,1452.84
1/18/2022,16.9009,2.6611,1438.94
1/19/2022,16.9043,2.6682,1442.79
1/20/2022,17.2477,2.7098,1465.30
1/21/2022,17.2562,2.7242,1472.89
1/24/2022,16.6841,2.6394,1439.71
1/25/2022,17.1051,2.7065,1479.58
1/26/2022,16.9129,2.7041,1481.58
1/27/2022,16.599,2.6574,1470.76
1/28/2022,16.5857,2.6087,1478.96
2/7/2022,17.1385,2.7281,1497.66
2/8/2022,17.1981,2.6776,1500.99
2/9/2022,17.0681,2.6597,1505.38
2/10/2022,17.2172,2.6758,1506.79
2/11/2022,17.1693,2.6609,1501.71
2/14/2022,16.8349,2.6078,1471.96
2/15/2022,17.0364,2.6416,1492.75
2/16/2022,17.0282,2.6401,1492.10
2/17/2022,17.191,2.6683,1507.99
2/18/2022,17.1545,2.6627,1504.84
2/21/2022,17.2231,2.6687,1510.84
2/22/2022,17.1384,2.6555,1503.47
2/23/2022,17.2633,2.675,1512.30
2/24/2022,17.0775,2.646,1494.85
2/25/2022,17.1243,2.6529,1498.89
2/28/2022,17.0244,2.6375,1490.13
3/1/2022,17.1237,2.6525,1498.78
3/2/2022,16.9718,2.629,1485.52
3/3/2022,17.1957,2.6639,1505.00
3/4/2022,17.2613,2.6676,1505.33
3/7/2022,17.1889,2.6565,1499.05
3/8/2022,16.8901,2.6127,1473.71
3/9/2022,16.8901,2.6127,1473.74
3/10/2022,16.9641,2.624,1479.08
3/11/2022,16.822,2.6021,1466.54
3/14/2022,16.5919,2.5664,1446.25
3/15/2022,16.6666,2.5778,1452.74
3/16/2022,16.7426,2.5895,1459.33
3/17/2022,16.7698,2.5939,1461.34
3/18/2022,16.8382,2.6022,1469.10
3/21/2022,16.4004,2.6293,1494.95
3/22/2022,16.4986,2.6451,1503.78
3/23/2022,16.483,2.6424,1502.34
3/24/2022,16.4422,2.6351,1498.26
3/25/2022,16.4444,2.6357,1498.50
3/28/2022,16.2817,2.6091,1483.18
3/29/2022,16.4504,2.6388,1497.76
3/30/2022,16.3725,2.6267,1490.51
3/31/2022,16.2322,2.5957,1492.15
4/1/2022,17.4016,2.6947,1516.44
4/4/2022,17.5482,2.7158,1524.70
4/5/2022,17.5598,2.7064,1520.03
4/6/2022,17.6089,2.717,1522.90
4/7/2022,17.3891,2.6803,1502.35
4/8/2022,17.1544,2.6443,1482.00
4/12/2022,16.8452,2.5967,1455.25
4/13/2022,17.105,2.6367,1477.20
4/14/2022,17.0479,2.6281,1472.12
4/15/2022,16.8911,2.6039,1458.56
4/18/2022,16.5855,2.5504,1432.60
4/19/2022,16.3298,2.4908,1406.45
4/20/2022,15.9989,2.4638,1384.72
4/21/2022,15.4468,2.4216,1370.21
4/22/2022,15.4726,2.4321,1379.23
4/25/2022,14.6772,2.3064,1310.92
4/26/2022,15.0082,2.3607,1341.34
4/27/2022,15.0204,2.3715,1353.77
4/28/2022,14.8454,2.362,1350.99
4/29/2022,14.9591,2.368,1366.80
5/4/2022,14.5104,2.3252,1348.68
5/5/2022,14.6746,2.321,1360.68
5/6/2022,14.3347,2.2671,1329.26
5/9/2022,13.6438,2.1616,1269.62
5/10/2022,13.9026,2.2022,1293.56
5/11/2022,13.9862,2.2159,1301.53
5/12/2022,13.3367,2.1101,1238.84
5/13/2022,12.7331,2.0149,1182.77
5/16/2022,12.6049,1.9962,1171.95
5/17/2022,13.2118,2.0926,1228.37
5/18/2022,13.3215,2.1128,1240.76
5/19/2022,13.3517,2.1147,1241.64
5/20/2022,13.342,2.1126,1240.71
5/23/2022,13.026,2.0775,1218.81
5/24/2022,13.1819,2.1024,1233.38
5/25/2022,13.5458,2.1599,1268.43
5/26/2022,13.5476,2.1604,1268.57
5/27/2022,13.7278,2.1893,1285.45
5/30/2022,13.8182,2.2038,1293.92
5/31/2022,13.8051,2.2015,1292.68
6/1/2022,13.8779,2.2132,1299.52
6/2/2022,13.7624,2.1955,1288.62
6/3/2022,13.7553,2.1945,1287.98
6/6/2022,13.7769,2.1979,1290.01
6/7/2022,13.7913,2.2001,1291.35
6/8/2022,13.9683,2.2285,1307.91
6/9/2022,13.9671,2.2284,1307.80
6/10/2022,13.716,2.1884,1284.08
6/13/2022,13.1065,2.0911,1227.04
6/14/2022,13.1411,2.0967,1230.31
6/15/2022,12.966,2.0688,1213.93
6/16/2022,13.2087,2.1075,1236.63
6/17/2022,13.0022,2.0746,1217.30
6/20/2022,12.6077,2.0116,1180.40
6/21/2022,12.503,1.9977,1172.47
6/22/2022,12.5087,1.996,1169.27
6/23/2022,12.7186,2.0293,1188.88
6/24/2022,12.6815,2.0237,1185.48
